Month,Indian_Party,JVorWOS_name,JV_or_WOS,Overseas_Country,Activity,Equity,Loan,Guarantee _Issued,Total
June,MERINO CONSULTING SERVICES LIMITED,MERINO CONSULTING SERVICES CANADA INC,WOS,CANADA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0,0.1114,0.1114
June,MESTASTOP SOLUTIONS PRIVATE LIMITED,MESTASTOP SOLUTIONS EUROPE,WOS,BELGIUM,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0.02,0,0,0.02
June,METAL POWER ANALYTICAL PVT LTD,METAL POWER ANALYTICAL DMCC,WOS,UNITED ARAB EMIRATES,MANUFACTURING,0.0136,0,0,0.0136
June,MILEKAL ENGINEERING PRIVATE LIMITED,MILEKAL INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.001,0,0,0.001
June,MINERA STEEL AND POWER PVT LTD,MINERA TRADING DMCC,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,1,0,1
June,MNR RESEARCH CONVENTIONS PRIVATE LIMITED,MNR TEACH TRILLION DMCC,WOS,UNITED ARAB EMIRATES,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0,0.455,0,0.455
June,MOHAMMED SAMIUDDIN,"CONE SOFTWARE, INC.",JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0012,0,0,0.0012
June,MOHD ABDUL GHANI,"CONE SOFTWARE, INC.",JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0012,0,0,0.0012
June,MOMENTUS DIGITAL MEDIA PRIVATE LIMITED,MOMENTUS DIGITAL LLC-FZ,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0272,0,0,0.0272
June,MONARCH NETWORTH CAPITAL LTD,MONARCH NETWORTH CAPITAL IFSC PVT LTD,WOS,IFSC GIFT CITY,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0078,0,0,0.0078
June,MOONLIGHT PROPERTIES PRIVATE LIMITED,1000133098 ONTARIO LIMITED,WOS,CANADA,CONSTRUCTION,2.705,0,0,2.705
June,MORICKAP JEWELLERY RETAIL VENTURES LLP,MORICKAP INVESTMENT LIMITED,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.1416,0,0,0.1416
June,MOVING TECH INNOVATIONS PVT LTD,MOVING TECH INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.1,0,0,0.1
June,MSN HOLDINGS LIMITED,TSECOND INC,JV,UNITED STATES OF AMERICA,MANUFACTURING,1,0,0,1
June,MSN LABORATORIES PRIVATE LIMITED,PT MSN LABS INDONESIA,WOS,INDONESIA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",8.2,0,0,8.2
June,MUDDADA SHYAM SUNDER,PROJETLY INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0014,0,0,0.0014
June,MUHAMMED FAYAD A N,ACCESS ARABIAN GOLD L.L.C,WOS,UNITED ARAB EMIRATES,MANUFACTURING,0.0163,0,0,0.0163
June,MULTI VISTA GLOBAL PVT LTD,MULTIVISTA GLOBAL TRADING FZE,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0,1,1
June,MYNVAX PRIVATE LIMITED,MYNVAX PTY LIMITED,WOS,AUSTRALIA,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0.3428,0,0,0.3428
June,NAJEEBUNNISA,RU MEDICAL LIMITED,JV,UNITED KINGDOM,MANUFACTURING,0.0117,0,0,0.0117
June,NARAIN KARTHIKEYAN AND ASSOCIATES LLP,RD GREEN ENERGY GLOBAL VENTURES LLC-FZ,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0023,0.0081,0,0.0105
June,NATH BIO-GENES (INDIA) LTD,NATH BIO-GENES (CENTRAL ASIA) LLC,JV,UZBEKISTAN,AGRICULTURE AND MINING,0,0.3,0,0.3
June,NAVAYUGA ENGINEERING CO LTD,NAVAYUGA ENG CO WLL DOHA QATAR,JV,QATAR,CONSTRUCTION,0,0.3016,0,0.3016
June,NAVDEEP PRATAP SINGH,TARA STEEL MANUFACTURING PLC,WOS,ETHIOPIA,MANUFACTURING,0.1,0,0,0.1
June,NAVNEET PRATAP SINGH,TARA STEEL MANUFACTURING PLC,WOS,ETHIOPIA,MANUFACTURING,0.1,0,0,0.1
June,NCC LIMITED,NAGARJUNA CONSTRUCTION CO INT LLC,WOS,OMAN,CONSTRUCTION,0,0.595,0,0.595
June,NEERAJA BOGGARAPU,"CONE SOFTWARE, INC.",JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.003,0,0,0.003
June,NEETA AJIT HATTI,PURE ID LABS LTD,JV,UNITED KINGDOM,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0005,0,0,0.0005
June,NEO RAYS SOFTWARE SOLUTIONS PRIVATE LIMITED,NEO RAYS SOFTWARE SOLUTIONS INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.005,0,0,0.005
June,NEUOME TECHNOLOGIES PRIVATE LIMITED,NEUOME DX PTE LTD,JV,SINGAPORE,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0.003,0,0,0.003
June,NEYSA NETWORKS PRIVATE LIMITED,NEYSA INC,WOS,UNITED STATES OF AMERICA,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0.0001,0,0,0.0001
June,NICKELFOX TECHNOLOGIES PRIVATE LIMITED,CURRINDA SOFTWARE PTY LTD,JV,AUSTRALIA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0,0,0
June,NIKET PATEL,AIRMED HEALTHCARE COMPANY LIMITED,JV,TANZANIA,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0.0252,0,0,0.0252
June,NIKHIL JEET,BUZZ TRAVEL MARKETING MIDDLE EAST L.L.C-FZ,JV,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0109,0,0,0.0109
June,NIMESH HASMUKHLAL PATEL,BODAL BANGLA LTD.,WOS,BANGLADESH,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0001,0,0,0.0001
June,NINI SKILLUP PVT LTD,ACHARYA UNIVERSITY LLC,JV,UZBEKISTAN,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0.025,0,0,0.025
June,NIRMAL KUMAR KARUNANIDHI,PRIME PITCH DISPLAY EUROPE KFT,WOS,HUNGARY,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0042,0,0,0.0042
June,NISHI KANT AGARWAL,AIR IQ ONLINE BANGLADESH PVT. LTD.,WOS,BANGLADESH,"TRANSPORT, STORAGE AND COMMUNICATION SERVICES",0.0006,0,0,0.0006
June,NISHITA GOENKA,PUNCTUATE LIFESTYLE LLC,WOS,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.12,0,0,0.12
June,NISSI ENGINEERING SOLUTION PRIVATE LIMITED,NISSI TAQA ELECTRICAL AND MECHANICAL CONTRACTING LLC,JV,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.02,0,0,0.02
June,NITCO PAINTS PVT LTD,IB HOSPITALITY LLC,WOS,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.28,0,0,0.28
June,NITIN KUMAR AGRAWAL,EXECO GROUP INC,JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0747,0,0,0.0747
June,NITISH KUMAR,"RENOWNCLUB, INC",WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0001,0,0,0.0001
June,NIVEDITHA VIJAYA RAGHAVA REDDY,RISE PLUS MIDDLE EAST LUXURY INTERIORS LTD.,JV,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.054,0,0,0.054
June,NKSQUARED,NKSQUARED LLC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.125,0,0,0.125
June,NODWIN GAMING PRIVATE LIMITED,NODWIN GAMING INTERNATIONAL PTE LIMITED,WOS,SINGAPORE,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",1.9998,0,0,1.9998
June,NOSHIR CAWASJI KASAD,TARGET A&M EVENTS ORGANIZERS - FZCO,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0014,0,0,0.0014
June,OFFICEDECK TECHNOLOGIES PRIVATE LIMITED,OFFICEDECK TECHNOLOGIES LTD,WOS,UNITED KINGDOM,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0.0063,0,0.0063
June,OIL INDIA LIMITED,BEAS ROVUMA ENERGY MOZAMBIQUE LIMITED,WOS,BRITISH VIRGIN ISLANDS,AGRICULTURE AND MINING,0,11.0084,0,11.0084
June,OIL INDIA LIMITED,NATIONAL OIL COMPANY (NOC),WOS,LIBYA,MANUFACTURING,1.54,0,0,1.54
June,OLA ELECTRIC MOBILITY LIMITED,OLA ELECTRIC MOBILITY BV,WOS,NETHERLANDS,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",2.99,0,0,2.99
June,ONGC VIDESH LTD.,PROJECT ASLAN,JV,AZERBAIJAN,AGRICULTURE AND MINING,2.2665,0,0,2.2665
June,ONGC VIDESH LTD.,BEAS ROVUMA ENERGY MOZAMBIQUE LIMITED,WOS,BRITISH VIRGIN ISLANDS,AGRICULTURE AND MINING,0,16.5126,0,16.5126
June,ONGC VIDESH LTD.,SHWE OFFSHORE PIPILINE,JV,MYANMAR,AGRICULTURE AND MINING,0.1085,0,0,0.1085
June,ONGC VIDESH ROVUMA LIMITED,"PROJECT R2 MOZAMBIQUE, ANADARKO",JV,MOZAMBIQUE,AGRICULTURE AND MINING,27.5212,0,0,27.5212
June,OPTIMA LIFE SCIENCES PVT LTD,OPTIMA INTERNATION B.V.,WOS,NETHERLANDS,MANUFACTURING,0,0.01,0,0.01
June,OPTIMA LIFE SCIENCES PVT LTD,OPTIMA GLOBAL FZE LLC,WOS,UNITED ARAB EMIRATES,MANUFACTURING,0,0.0272,0,0.0272
June,ORANE INTERNATIONAL PVT LTD,ORANE COLLEGE INC,WOS,CANADA,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0.1635,0,0,0.1635
June,ORN VENTURES LLP,ORN VENTURES PTE LTD,WOS,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.1998,0,0,0.1998
June,PACE STOCK BROKING SERVICES PVT LTD,PACE FINANCIAL (IFSC) PRIVATE LIMITED,WOS,IFSC GIFT CITY,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.2393,0,0,0.2393
June,PAKKA LIMITED,PAKKA INC.,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,1,0,1
June,PALLAVI YADAV,"CONE SOFTWARE, INC.",JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0012,0,0,0.0012
June,PAN OLEO ENTERPRISE PRIVATE LIMITED,PAN OLEO PTE LTD,WOS,SINGAPORE,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0.1,0,0.1
June,PANACEA BIOTEC PHARMA LIMITED,PANACEA BIOTEC INC.,WOS,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.075,0,0,0.075
June,PARAM DIAGNOSTIC CENTER PVT LTD,PARAM DIAGNOSTIC CENTRE FZCO,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.072,0,0.072
June,PARASON MACHINERY (INDIA) PRIVATE LIMITED.,PARASON MACHINERY EUROPE LIMITED,WOS,UNITED KINGDOM,MANUFACTURING,0.0013,0.0631,0,0.0644
June,PARKS VENTURES LLP,EQUIPTA LTD,JV,UNITED KINGDOM,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.6943,0,0,0.6943
June,PARVATINANDAN GOLD ENTERPRISES PRIVATE LIMITED,PN ENTERPRISES FZCO,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,3.8,0,3.8
June,PATEL MEHULKUMAR PRAHLADBHAI,HEET PLASTIC INDUSTRIES LLC,WOS,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.001,0,0,0.001
June,PATEL SHAILESHKUMAR PRAHLADBHAI,HEET PLASTIC INDUSTRIES LLC,WOS,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.001,0,0,0.001
June,PAYMATE INDIA LIMITED,PAYMATE PAYMENT SERVICE PROVIDER LLC,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.177,0,0.177
June,PEARL GLOBAL INDUSTRIES LTD,PEARL GOBAL USA INC,WOS,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.7,0,0,0.7
June,PELATRO LIMITED,PELATRO PTE LTD,WOS,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,1,0,1
June,PENGUIN TRADING AND AGENCIES LIMITED,POWER INTERNATIONAL DMCC,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,1.2,0,1.2
June,PENGUIN TRADING AND AGENCIES LIMITED,PTA27 DMCC,WOS,UNITED ARAB EMIRATES,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0,0.03,0,0.03
June,PG RESOURCES LLP.,ACE GRAPHITE TANZANIA LTD,JV,TANZANIA,AGRICULTURE AND MINING,0.01,0,0,0.01
June,PGM VENTURES LLP,P G M INITIATIVES TRADING LLC,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.4425,0,0,0.4425
June,PHI COMMERCE PRIVATE LIMITED,PHI COMMERCE GLOBAL PTE. LTD,WOS,SINGAPORE,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0.1181,0,0,0.1181
June,PI HEALTH SCIENCES LIMITED,PI HEALTH SCIENCES HETHERLANDS B.V.,WOS,NETHERLANDS,MANUFACTURING,0,1,0,1
June,PIONEER JELLICE INDIA PVT LTD,M/S.JELLICE PIONEER PRIVATE LIMITED,JV,SINGAPORE,MANUFACTURING,0,1,0,1
June,PIRAMAL PHARMA LIMITED,PIRAMAL DUTCH HOLDINGS N V,WOS,NETHERLANDS,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,10,7,17
June,PIRAMAL PHARMA LIMITED,PEL PHARMA INC,JV,UNITED STATES OF AMERICA,MANUFACTURING,0,12,0,12
June,POLY BOND INDIA P LTD,POLYBOND NORTHAMERICA INC,WOS,UNITED STATES OF AMERICA,MANUFACTURING,0.5175,0,0,0.5175
June,POLYCAB INDIA LIMITED,POLYCAB AUSTRALIA PTY LTD,WOS,AUSTRALIA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0,0.3434,0.3434
June,POW WOW STUDIO PRIVATE LIMITED,ARTAX GLOBAL LIMITED,WOS,UNITED KINGDOM,MANUFACTURING,0,0.0404,0,0.0404
June,POYSHA DEVELOPERS LLP,TATTVA REAL ESTATE L.L.C,JV,UNITED ARAB EMIRATES,CONSTRUCTION,0.0359,0.953,0,0.989
June,PRAKASH SOFTWARE SOLUTIONS PRIVATE LIMITED,Q2M SOLUTIONS PTE.LTD,WOS,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0007,0,0,0.0007
June,PRASAD CORPORATION LIMITED,DIGITAL FILM TECHNOLOGY GMBH,WOS,GERMANY,MANUFACTURING,0,0.496,0,0.496
June,PRASANTH PARAMESWARAN AND PARTNERS LLP,"OTHERWISE INDUSTRIES,INC",JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0001,0,0,0.0001
June,PRASHANT KAPILA,INTERCONTINENTAL CONSULTANTS & TECHNOCRATS (BANGLADESH) PRIVATE LIMITED,WOS,BANGLADESH,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0,0,0
June,PRASHANT TUKARAM NAIK,SPORTSKINGDOM INTERNATIONAL PTE. LTD.,JV,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0183,0,0,0.0183
June,PRAVEEN DWARAKANATH PRABHU,WHITESPACEALPHA IFSC PRIVATE LIMITED,WOS,IFSC GIFT CITY,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0008,0,0,0.0008
June,PRAVEEN SURYA NETTIMI,ATYASECURE INC,WOS,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0001,0,0,0.0001
June,PREETHI PROPERTIES AND DEVELOPERS AHMEDABAD LLP,ATLANTIC WAREHOUSING DWC LLC,WOS,UNITED ARAB EMIRATES,"TRANSPORT, STORAGE AND COMMUNICATION SERVICES",0,0,0.5997,0.5997
June,PREYASH SARAOGI ,SARAOGI SHELLAC AND AROMATICS INTERNATIONAL,JV,FRANCE,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0122,0,0,0.0122
June,PRIME FOCUS LIMITED,PF WORLD LIMITED,WOS,MAURITIUS,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0,1.1,0,1.1
June,PRIYANSHU CHETAN DESAI,EARLY SUNDAY INC,WOS,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0,0,0
June,PRO BODY BALANCE PVT LTD,PITTIE GLOBAL PTE.LTD.,WOS,SINGAPORE,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0.0063,0,0.0063
June,PROCLOZ SERVICES PRIVATE LIMITED,PROCLOZ PRIVATE LIMITED,WOS,BANGLADESH,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0142,0,0,0.0142
June,PUNEET KUMAR AGGARWAL,TAK MAO HOLDING LIMITED,JV,CHINA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.2489,0,0,0.2489
June,PUNEET SHARMA,WHITESPACEALPHA IFSC PRIVATE LIMITED,WOS,IFSC GIFT CITY,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0004,0,0,0.0004
June,QUALITYKIOSK TECHNOLOGIES PVT. LTD.,QUALITYKIOSK DIGITAL TECHNOLOGIES INC,JV,PHILIPPINES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.5,0,0,0.5
June,R & D MULTIPLES (METAL CAST) PRIVATE LIMITED,R&D ARABIA COMPANY LIMITED,WOS,SAUDI ARABIA,MANUFACTURING,0,0.0666,0,0.0666
June,R K UTILITIES PRIVATE LIMITED,SAKSIN LIFESCIENCES INC,JV,UNITED STATES OF AMERICA,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0,0.05,0,0.05
June,R VICKNESH,MECHBADGER S R L,JV,ITALY,MANUFACTURING,0.0052,0,0,0.0052
June,RACHIT HEMANI,LEAP SYNERGY FZ-LLC,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0068,0,0,0.0068
June,RADHA REGENT HOTELS PVT LTD.,RADHA HOTELS USA LLC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.825,0,0,0.825
June,RAHUL BHAGERIA,MI BLISS COSMETICS TRADING LLC,JV,UNITED ARAB EMIRATES,MANUFACTURING,0.0125,0,0,0.0125
June,RAHUL MISHRA,A.T. KEARNEY HOLDINGS LIMITED,JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0608,0,0,0.0608
June,RAHUL MISHRA DESIGNS PRIVATE LIMITED,RAHUL MISHRA PARIS SAS,WOS,FRANCE,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0,0,0
June,RAHUL SASI HOLDINGS PVT LTD,CLOUDSEK RESEARCH PTE LTD,JV,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0114,0,0,0.0114
June,RAHUL WADHWA LLP,"SPICE TECH, INC.",JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0,0,0
June,RAHULKUMAR R TOGANI,RV DIAMONDS INC.,WOS,CANADA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0001,0,0,0.0001
June,RAJADHIRAJ TIRUPANI VINAYAK NATRAJ PRIVATE LIMITED,BHUTAN VENTURES FERRO ALLOYS PRIVATE LIMITED,JV,BHUTAN,MANUFACTURING,0,1.141,0,1.141
June,RAJAT MEHTA,SAMSTITHI HOLDINGS PTE. LTD,WOS,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0,0,0
June,RAJDEEP BOSE,NEXTZEN MINDS PTE LTD,WOS,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0053,0,0,0.0053
June,RAJEEV AKSHAY KARTHIKEYAN AND ASSOCIATES LLP,RD GREEN ENERGY GLOBAL VENTURES LLC-FZ,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0049,0.0172,0,0.0221
June,RAJEEV GUDA,VERSATILE COMMERCE LIMITED,JV,UNITED KINGDOM,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0909,0,0,0.0909
June,RAJESH AGARWAL,ABDOS FMCG MANUFACTURING S.A.E,JV,EGYPT,MANUFACTURING,0,0,0,0
June,RAJESH KUMAR RENGACHARI,RU MEDICAL LIMITED,JV,UNITED KINGDOM,MANUFACTURING,0.0117,0,0,0.0117
June,RAJESH MEHRA,JAQUAR KUWAIT CO.FOR SANITARY TOOLS AND ITS REPAIRING (W.L.L),JV,KUWAIT,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0081,0,0,0.0081
June,RAJNI ATUL BIRLA,A BIRLA INTERNATIONAL S.R.O.,WOS,CZECH REPUBLIC,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0118,0,0,0.0118
June,RAMESH KUMAR JAIN,GMM NEXUS FZCO,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.025,0,0,0.025
June,RAMESH R,GALLABOX GLOBAL INC.,JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0,0,0
June,RANGSONS LLP,RANGSONS TECHNOLOGIES PTE LTD,WOS,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.12,0,0.12
June,RAPYDER CLOUD SOLUTIONS PRIVATE LIMITED,RAPYDER CLOUD SOLUTIONS INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0,0,0
June,RARAMURI TECHNOLOGY PRIVATE LIMITED,"RARAMURI TECHNOLOGY, INC.",WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.001,0,0,0.001
June,RASHMI METALIKS LIMITED,RASHMI METALIKS UK LIMITED,WOS,UNITED KINGDOM,MANUFACTURING,0.1262,0,0,0.1262
June,RATHOD BHUPENDRA CHANDRESHBHAI,BULLIONEX SERVICES LLP,WOS,IFSC GIFT CITY,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0083,0,0,0.0083
June,RAVAL TRADING EXPORTS PRIVATE LIMITED,JMR DISTRIBUTORS LLC,JV,UNITED STATES OF AMERICA,MANUFACTURING,0.2,0,0,0.2
June,RAVI SAPRA,GODIRECT TECHNOLOGIES INC,JV,CANADA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0111,0,0,0.0111
June,RELIANCE INDUSTRIES LTD,RELIANCE ETHANE HOLDING PTE LTD,WOS,SINGAPORE,"TRANSPORT, STORAGE AND COMMUNICATION SERVICES",0,0,397.0925,397.0925
June,RELIANCE INDUSTRIES LTD,BREAKTHROUGH ENERGY VENTURES LLC,JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.274,0,0,0.274
June,RELIANCE INDUSTRIES LTD,BREAKTHROUGH ENERGY VENTURES II L.P,JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",1.3476,0,0,1.3476
June,REMUS PHARMACEUTICALS LIMITED,RELIUS PHARMA S.R.L,JV,BOLIVIA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0.0203,0,0.0203
June,RESTAURANT BRANDS ASIA LIMITED,PT SARI BURGER INDONESIA,JV,INDONESIA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,2.4405,1.18,3.6205
June,RIJUTA PROPERTIES PRIVATE LIMITED,K2 MARKETING INC,WOS,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.05,0,0,0.05
June,RIYA TRAVEL & TOURS (I) PVT LTD,RIYA TRAVEL AND TOURISM,WOS,SAUDI ARABIA,"TRANSPORT, STORAGE AND COMMUNICATION SERVICES",0.0267,0,0,0.0267
June,RONIT CHIDARA,"CONE SOFTWARE, INC.",JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0012,0,0,0.0012
June,ROUTE MOBILE LIMITED,ROUTE MOBILE (UK) LIMITED,WOS,UNITED KINGDOM,"TRANSPORT, STORAGE AND COMMUNICATION SERVICES",0,0,35,35
June,RSB INSIGHTS AND ANALYTICS PRIVATE LIMITED,RSB INSIGHTS AND ANALYTICS INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.044,0,0.044
June,RSB TRANSMISSIONS I LTD,RSB NORTH AMERICA LLC,WOS,UNITED STATES OF AMERICA,MANUFACTURING,2,0,0,2
June,RSG INVESTMENT PRIVATE LIMITED,ODIJUS TRADING FZCO,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0068,0,0,0.0068
June,RSJS ADVISORY SERVICES PRIVATE LIMITED,CLAY CAPITAL ADVISORS PTE LTD,WOS,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0551,0,0,0.0551
June,RUCKMANI SIVASUBRAMANIAN ARAVINDAN AND PARTNERS LLP,"VALUE AI LABS, INC.",WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0,0,0
June,S H KELKAR AND COMPANY LIMITED,KEVA FRAGRANCE INDUSTRIES PTE LTD,WOS,SINGAPORE,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",7,0,0,7
June,S H KELKAR AND COMPANY LIMITED,KEVA UK LIMITED,WOS,UNITED KINGDOM,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",1.418,0,0,1.418
